Mats,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0s,4s,6s,Opposition Team,Player Name,Total Boundaries,Century,Half Century,Avg SR,Overall Performance,Performance Class
3,3,2,101,50,101.0,93,108.6,0,1,0,9,2,Netherlands,Agha Salman,11,0,1,108.6,36.08,High
8,7,1,236,58,39.33,217,108.75,0,2,0,20,5,New Zealand,Agha Salman,25,0,1,108.75,40.325,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,Ahmed Raza,0,0,0,0.0,0.0,Low
1,1,0,8,8,8.0,13,61.53,0,0,0,1,0,Zimbabwe,Ahmed Raza,1,0,0,61.53,18.759,Other
3,3,1,18,12,9.0,35,51.42,0,0,0,1,0,Afghanistan,Ahmed Raza,1,0,0,51.42,15.726,Low
4,2,1,24,19,24.0,36,66.66,0,0,0,2,0,Namibia,Ahmed Raza,2,0,0,66.66,20.598,Other
4,3,0,33,17,11.0,49,67.34,0,0,1,4,1,Hong Kong,Ahmed Raza,5,0,0,67.34,21.702,Other
5,4,1,33,19,11.0,54,61.11,0,0,0,1,1,U.S.A.,Ahmed Raza,2,0,0,61.11,18.933,Other
6,4,0,37,20,9.25,51,72.54,0,0,0,3,1,P.N.G.,Ahmed Raza,4,0,0,72.54,22.962,Other
6,4,0,44,31,11.0,57,77.19,0,0,1,1,2,Oman,Ahmed Raza,3,0,0,77.19,24.057,Other
5,5,1,52,27,13.0,59,88.13,0,0,2,2,2,Nepal,Ahmed Raza,4,0,0,88.13,27.638999999999996,Other
7,6,1,70,45,14.0,144,48.61,0,0,2,8,1,Ireland,Ahmed Raza,9,0,0,48.61,17.282999999999998,Other
11,9,2,90,50,12.85,176,51.13,0,1,1,6,0,Scotland,Ahmed Raza,6,0,1,51.13,17.339,Other
1,1,0,1,1,1.0,18,5.55,0,0,0,0,0,Kenya,Ahmed Shehzad,0,0,0,5.55,1.6649999999999998,Low
1,1,0,12,12,12.0,23,52.17,0,0,0,2,0,Canada,Ahmed Shehzad,2,0,0,52.17,16.251,Low
1,1,0,13,13,13.0,17,76.47,0,0,0,1,0,England,Ahmed Shehzad,1,0,0,76.47,23.241,Other
1,1,0,50,50,50.0,74,67.56,0,1,0,7,0,Afghanistan,Ahmed Shehzad,7,0,1,67.56,22.568,Other
1,1,0,63,63,63.0,71,88.73,0,1,0,7,0,Ireland,Ahmed Shehzad,7,0,1,88.73,28.919,High
1,1,0,93,93,93.0,105,88.57,0,1,0,8,1,U.A.E.,Ahmed Shehzad,9,0,1,88.57,29.470999999999997,High
4,4,0,96,61,24.0,146,65.75,0,1,0,8,0,Australia,Ahmed Shehzad,8,0,1,65.75,22.325,Other
3,3,0,101,47,33.66,139,72.66,0,0,0,12,0,India,Ahmed Shehzad,12,0,0,72.66,25.397999999999996,Other
1,1,0,103,103,103.0,123,83.73,1,0,0,12,1,Bangladesh,Ahmed Shehzad,13,1,0,83.73,29.219,High
7,7,0,135,54,19.28,240,56.25,0,1,1,12,0,Zimbabwe,Ahmed Shehzad,12,0,1,56.25,20.675,Other
14,14,0,334,102,23.85,557,59.96,1,2,1,33,2,West Indies,Ahmed Shehzad,35,1,1,59.96,28.887999999999998,High
9,9,0,348,102,38.66,488,71.31,1,2,1,36,3,South Africa,Ahmed Shehzad,39,1,1,71.31,33.492999999999995,High
15,15,1,488,115,34.85,582,83.84,2,2,3,55,7,New Zealand,Ahmed Shehzad,62,1,1,83.84,44.152,High
18,18,0,662,124,36.77,830,79.75,1,3,1,67,4,Sri Lanka,Ahmed Shehzad,71,1,1,79.75,45.625,High
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Kenya,Ahsan Malik,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Ahsan Malik,0,0,0,0.0,0.0,Low
2,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,Ahsan Malik,0,0,0,0.0,0.0,Low
3,1,1,1,1,0.0,2,50.0,0,0,0,0,0,Canada,Ahsan Malik,0,0,0,50.0,15.0,Low
2,2,2,3,3,0.0,10,30.0,0,0,0,0,0,Ireland,Ahsan Malik,0,0,0,30.0,9.0,Low
1,1,1,10,10,0.0,15,66.66,0,0,0,1,0,South Africa,Ahsan Malik,1,0,0,66.66,20.298,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,India,Aizaz Cheema,0,0,0,0.0,0.0,Low
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,Aizaz Cheema,0,0,0,0.0,0.0,Low
1,1,1,2,2,0.0,8,25.0,0,0,0,0,0,Australia,Aizaz Cheema,0,0,0,25.0,7.5,Low
2,2,0,6,5,3.0,6,100.0,0,0,0,0,0,England,Aizaz Cheema,0,0,0,100.0,30.0,High
3,1,1,9,9,0.0,11,81.81,0,0,0,1,0,Bangladesh,Aizaz Cheema,1,0,0,81.81,24.843,Other
4,2,1,9,6,9.0,20,45.0,0,0,0,1,0,Sri Lanka,Aizaz Cheema,1,0,0,45.0,13.8,Low
1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,India,Aizaz Khan,0,0,0,0.0,0.0,Low
1,1,0,1,1,1.0,6,16.66,0,0,0,0,0,Zimbabwe,Aizaz Khan,0,0,0,16.66,4.998,Low
1,1,0,5,5,5.0,24,20.83,0,0,0,0,0,Afghanistan,Aizaz Khan,0,0,0,20.83,6.249,Low
1,1,0,27,27,27.0,47,57.44,0,0,0,2,1,Pakistan,Aizaz Khan,3,0,0,57.44,18.131999999999998,Other
3,2,1,38,37,38.0,37,102.7,0,0,0,0,3,U.A.E.,Aizaz Khan,3,0,0,102.7,31.709999999999997,High
5,4,0,58,25,14.5,91,63.73,0,0,0,7,1,Scotland,Aizaz Khan,8,0,0,63.73,21.519,Other
7,5,1,131,44,32.75,168,77.97,0,0,0,7,3,P.N.G.,Aizaz Khan,10,0,0,77.97,26.391,Other
2,2,0,70,66,35.0,58,120.68,0,1,0,6,4,Afghanistan,AJ Finch,10,0,1,120.68,39.404,High
2,2,0,72,53,36.0,78,92.3,0,1,0,8,2,Bangladesh,AJ Finch,10,0,1,92.3,30.889999999999997,High
5,5,0,99,67,19.8,129,76.74,0,1,0,10,3,Zimbabwe,AJ Finch,13,0,1,76.74,27.122,Other
2,2,0,168,148,84.0,124,135.48,1,0,0,19,8,Scotland,AJ Finch,27,1,0,135.48,48.943999999999996,High
10,10,0,173,47,17.3,197,87.81,0,0,1,26,1,West Indies,AJ Finch,27,0,0,87.81,34.443,High
13,13,0,182,60,14.0,253,71.93,0,2,3,12,5,New Zealand,AJ Finch,17,0,1,71.93,26.879,Other
14,13,0,462,153,35.53,448,103.12,1,3,2,47,13,Sri Lanka,AJ Finch,60,1,1,103.12,49.336,High
13,13,1,590,153,49.16,701,84.16,2,3,3,43,19,Pakistan,AJ Finch,62,1,1,84.16,44.24799999999999,High
23,22,0,776,109,35.27,1011,76.75,2,5,0,74,17,South Africa,AJ Finch,91,1,1,76.75,50.724999999999994,High
32,31,1,1460,124,48.66,1699,85.93,4,9,2,149,32,India,AJ Finch,181,1,1,85.93,80.479,High
30,29,1,1354,135,48.35,1464,92.48,7,5,5,138,25,England,AJ Finch,163,1,1,92.48,77.04400000000001,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Nepal,AJ Hosein,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Oman,AJ Hosein,0,0,0,0.0,0.0,Low
1,1,1,1,1,0.0,1,100.0,0,0,0,0,0,U.S.A.,AJ Hosein,0,0,0,100.0,30.0,High
3,2,0,3,3,1.5,16,18.75,0,0,1,0,0,Australia,AJ Hosein,0,0,0,18.75,5.625,Low
4,1,0,3,3,3.0,5,60.0,0,0,0,0,0,Netherlands,AJ Hosein,0,0,0,60.0,18.0,Other
1,1,1,3,3,0.0,8,37.5,0,0,0,0,0,Zimbabwe,AJ Hosein,0,0,0,37.5,11.25,Low
1,1,1,6,6,0.0,11,54.54,0,0,0,0,0,Scotland,AJ Hosein,0,0,0,54.54,16.362,Other
4,1,1,6,6,0.0,13,46.15,0,0,0,0,0,Sri Lanka,AJ Hosein,0,0,0,46.15,13.844999999999999,Low
3,2,0,15,11,7.5,16,93.75,0,0,0,0,1,New Zealand,AJ Hosein,1,0,0,93.75,28.425,Other
2,2,0,16,14,8.0,27,59.25,0,0,0,1,0,South Africa,AJ Hosein,1,0,0,59.25,18.075,Other
6,6,1,19,12,3.8,46,41.3,0,0,1,1,0,Bangladesh,AJ Hosein,1,0,0,41.3,12.69,Low
3,3,1,39,23,19.5,59,66.1,0,0,0,4,1,Ireland,AJ Hosein,5,0,0,66.1,21.33,Other
5,5,2,73,34,24.33,97,75.25,0,0,1,5,1,India,AJ Hosein,6,0,0,75.25,24.375,Other
3,3,1,82,60,41.0,65,126.15,0,1,0,3,7,Pakistan,AJ Hosein,10,0,1,126.15,41.045,High
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,AJ McKay,0,0,0,0.0,0.0,Low
2,2,2,2,2,0.0,11,18.18,0,0,0,0,0,South Africa,AJ McKay,0,0,0,18.18,5.454,Low
6,3,1,3,3,1.5,9,33.33,0,0,2,0,0,Bangladesh,AJ McKay,0,0,0,33.33,9.998999999999999,Low
6,3,3,3,3,0.0,13,23.07,0,0,0,0,0,India,AJ McKay,0,0,0,23.07,6.921,Low
2,2,1,4,4,4.0,14,28.57,0,0,1,0,0,Sri Lanka,AJ McKay,0,0,0,28.57,8.571,Low
1,1,0,16,16,16.0,30,53.33,0,0,0,1,0,Bangladesh,AJ Redmond,1,0,0,53.33,16.299,Other
1,1,0,0,0,0.0,3,0.0,0,0,1,0,0,South Africa,AJ Strauss,0,0,0,0.0,0.0,Low
1,1,0,5,5,5.0,19,26.31,0,0,0,0,0,Sri Lanka,AJ Strauss,0,0,0,26.31,7.892999999999999,Low
1,1,0,31,31,31.0,39,79.48,0,0,0,3,1,West Indies,AJ Strauss,4,0,0,79.48,25.044,Other
1,1,0,34,34,34.0,37,91.89,0,0,0,2,1,Ireland,AJ Strauss,3,0,0,91.89,28.467,Other
1,1,0,61,61,61.0,43,141.86,0,1,0,12,0,Scotland,AJ Strauss,12,0,1,141.86,46.358,High
1,1,0,88,88,88.0,83,106.02,0,1,0,9,0,Netherlands,AJ Strauss,9,0,1,106.02,34.705999999999996,High
1,1,0,158,158,158.0,145,108.96,1,0,0,18,1,India,AJ Strauss,19,1,0,108.96,38.587999999999994,High
4,4,0,255,154,63.75,244,104.5,1,1,0,29,6,Bangladesh,AJ Strauss,35,1,1,104.5,42.25,High
5,5,0,317,126,63.4,340,93.23,1,2,0,31,4,Pakistan,AJ Strauss,35,1,1,93.23,38.869,High
12,12,0,370,87,30.83,461,80.26,0,4,1,36,2,Australia,AJ Strauss,38,0,1,80.26,35.678,High
3,2,0,50,49,25.0,49,102.04,0,0,0,2,2,West Indies,AJ Turner,4,0,0,102.04,31.812,High
6,5,1,142,84,35.5,111,127.92,0,1,0,8,8,India,AJ Turner,16,0,1,127.92,43.376,High
7,7,3,57,19,14.25,48,118.75,0,0,0,5,2,England,AJ Tye,7,0,0,118.75,37.725,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,AK Markram,0,0,0,0.0,0.0,Low
2,1,0,5,5,5.0,13,38.46,0,0,0,1,0,Ireland,AK Markram,1,0,0,38.46,11.838000000000001,Low
2,2,0,30,25,15.0,36,83.33,0,0,0,4,1,West Indies,AK Markram,5,0,0,83.33,26.499,Other
1,1,0,38,38,38.0,55,69.09,0,0,0,4,0,New Zealand,AK Markram,4,0,0,69.09,21.927,Other
3,3,0,104,42,34.66,127,81.88,0,0,0,18,0,Zimbabwe,AK Markram,18,0,0,81.88,29.963999999999995,High
5,5,0,174,91,34.8,187,93.04,0,1,0,16,7,Pakistan,AK Markram,23,0,1,93.04,35.012,High
4,4,0,171,66,42.75,188,90.95,0,2,1,15,2,Bangladesh,AK Markram,17,0,1,90.95,32.585,High
3,3,1,227,175,113.5,168,135.11,1,1,0,24,8,Netherlands,AK Markram,32,1,1,135.11,50.533,High
8,8,1,255,77,36.42,248,102.82,0,1,1,21,4,England,AK Markram,25,0,1,102.82,38.546,High
12,12,1,271,79,24.63,338,80.17,0,1,1,27,4,India,AK Markram,31,0,1,80.17,33.550999999999995,High
10,9,1,344,106,43.0,309,111.32,1,2,1,35,8,Sri Lanka,AK Markram,43,1,1,111.32,46.69599999999999,High
10,10,1,402,102,44.66,366,109.83,1,2,0,43,13,Australia,AK Markram,56,1,1,109.83,50.149,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,AK Perera,0,0,0,0.0,0.0,Low
1,1,0,7,7,7.0,16,43.75,0,0,0,0,0,Australia,AK Perera,0,0,0,43.75,13.125,Low
1,1,0,13,13,13.0,25,52.0,0,0,0,0,0,Pakistan,AK Perera,0,0,0,52.0,15.6,Low
3,2,0,32,31,16.0,42,76.19,0,0,0,3,0,South Africa,AK Perera,3,0,0,76.19,23.756999999999998,Other
2,2,0,7,6,3.5,23,30.43,0,0,0,1,0,P.N.G.,AK Sah,1,0,0,30.43,9.429,Low
2,2,0,25,21,12.5,35,71.42,0,0,0,4,0,Netherlands,AK Sah,4,0,0,71.42,22.625999999999998,Other
2,1,1,3,3,0.0,6,50.0,0,0,0,0,0,U.A.E.,Akeem Jordan,0,0,0,50.0,15.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Akif Raja,0,0,0,0.0,0.0,Low
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.S.A.,Akif Raja,0,0,0,0.0,0.0,Low
2,1,0,0,0,0.0,0,0.0,0,0,1,0,0,Oman,Akif Raja,0,0,0,0.0,0.0,Low
2,2,0,9,5,4.5,24,37.5,0,0,0,2,0,Nepal,Akshay Homraj,2,0,0,37.5,11.85,Low
2,2,0,48,34,24.0,80,60.0,0,0,0,2,0,U.A.E.,Akshay Homraj,2,0,0,60.0,18.6,Other
2,2,0,51,44,25.5,64,79.68,0,0,0,4,2,Oman,Akshay Homraj,6,0,0,79.68,25.704,Other
2,2,0,51,27,25.5,55,92.72,0,0,0,1,2,Scotland,Akshay Homraj,3,0,0,92.72,28.715999999999998,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,AL Phehlukwayo,0,0,0,0.0,0.0,Low
4,2,0,8,6,4.0,16,50.0,0,0,0,1,0,Ireland,AL Phehlukwayo,1,0,0,50.0,15.3,Low
5,4,1,15,8,5.0,30,50.0,0,0,0,2,0,Bangladesh,AL Phehlukwayo,2,0,0,50.0,15.6,Low
1,1,1,17,17,0.0,17,100.0,0,0,0,2,1,Afghanistan,AL Phehlukwayo,3,0,0,100.0,30.9,High
3,2,0,28,28,14.0,53,52.83,0,0,1,1,1,Zimbabwe,AL Phehlukwayo,2,0,0,52.83,16.448999999999998,Other
7,4,1,42,24,14.0,62,67.74,0,0,0,6,0,England,AL Phehlukwayo,6,0,0,67.74,22.122,Other
1,1,0,48,48,48.0,22,218.18,0,0,0,1,6,Netherlands,AL Phehlukwayo,7,0,0,218.18,67.55399999999999,High
5,4,3,59,29,59.0,63,93.65,0,0,1,6,2,New Zealand,AL Phehlukwayo,8,0,0,93.65,30.495,High
12,7,4,109,42,36.33,89,122.47,0,0,1,8,8,Australia,AL Phehlukwayo,16,0,0,122.47,41.541,High
17,9,3,109,38,18.16,122,89.34,0,0,0,13,2,Sri Lanka,AL Phehlukwayo,15,0,0,89.34,31.302,High
11,9,2,134,34,19.14,179,74.86,0,0,1,7,7,India,AL Phehlukwayo,14,0,0,74.86,26.657999999999998,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,Al-Amin Hossain,0,0,0,0.0,0.0,Low
3,1,0,0,0,0.0,2,0.0,0,0,1,0,0,West Indies,Al-Amin Hossain,0,0,0,0.0,0.0,Low
3,2,1,1,1,1.0,4,25.0,0,0,1,0,0,India,Al-Amin Hossain,0,0,0,25.0,7.5,Low
6,2,2,1,1,0.0,7,14.28,0,0,0,0,0,Zimbabwe,Al-Amin Hossain,0,0,0,14.28,4.284,Low
2,2,2,2,2,0.0,7,28.57,0,0,0,0,0,Sri Lanka,Al-Amin Hossain,0,0,0,28.57,8.571,Low
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Nepal,Ali Khan,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Netherlands,Ali Khan,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Ali Khan,0,0,0,0.0,0.0,Low
1,1,1,1,1,0.0,2,50.0,0,0,0,0,0,Canada,Ali Khan,0,0,0,50.0,15.0,Low
1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,Oman,Ali Khan,0,0,0,50.0,15.0,Low
4,2,0,2,2,1.0,4,50.0,0,0,1,0,0,U.A.E.,Ali Khan,0,0,0,50.0,15.0,Low
1,1,0,3,3,3.0,3,100.0,0,0,0,0,0,Jersey,Ali Khan,0,0,0,100.0,30.0,High
2,1,0,3,3,3.0,11,27.27,0,0,0,0,0,P.N.G.,Ali Khan,0,0,0,27.27,8.181,Low
1,1,1,4,4,0.0,2,200.0,0,0,0,0,0,Namibia,Ali Khan,0,0,0,200.0,60.0,High
1,1,0,6,6,6.0,7,85.71,0,0,0,1,0,Ireland,Ali Khan,1,0,0,85.71,26.012999999999998,Other
1,1,1,1,1,0.0,1,100.0,0,0,0,0,0,U.S.A.,Ali Naseer,0,0,0,100.0,30.0,High
1,1,0,4,4,4.0,6,66.66,0,0,0,0,0,Nepal,Ali Naseer,0,0,0,66.66,19.997999999999998,Other
1,1,0,5,5,5.0,7,71.42,0,0,0,0,0,Oman,Ali Naseer,0,0,0,71.42,21.426,Other
1,1,0,13,13,13.0,19,68.42,0,0,0,1,0,Ireland,Ali Naseer,1,0,0,68.42,20.826,Other
1,1,0,19,19,19.0,17,111.76,0,0,0,2,1,Scotland,Ali Naseer,3,0,0,111.76,34.428,High
1,1,0,34,34,34.0,32,106.25,0,0,0,3,1,Sri Lanka,Ali Naseer,4,0,0,106.25,33.075,High
3,3,0,128,58,42.66,119,107.56,0,2,0,11,6,West Indies,Ali Naseer,17,0,1,107.56,37.568,High
1,1,0,12,12,12.0,32,37.5,0,0,0,0,0,Pakistan,Alok Kapali,0,0,0,37.5,11.25,Low
1,1,0,13,13,13.0,17,76.47,0,0,0,1,0,Australia,Alok Kapali,1,0,0,76.47,23.241,Other
2,2,0,40,20,20.0,67,59.7,0,0,0,4,0,West Indies,Alok Kapali,4,0,0,59.7,19.11,Other
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,India,AM Blignaut,0,0,0,0.0,0.0,Low
1,1,0,1,1,1.0,3,33.33,0,0,0,0,0,Sri Lanka,AM Blignaut,0,0,0,33.33,9.998999999999999,Low
5,2,0,4,4,2.0,7,57.14,0,0,1,0,0,Sri Lanka,AM Ellis,0,0,0,57.14,17.142,Other
2,2,0,22,13,11.0,25,88.0,0,0,0,2,0,England,AM Ellis,2,0,0,88.0,27.0,Other
2,2,0,42,28,21.0,64,65.62,0,0,0,2,0,West Indies,AM Ellis,2,0,0,65.62,20.286,Other
3,3,0,41,20,13.66,51,80.39,0,0,0,2,1,South Africa,AM Ellis,3,0,0,80.39,25.017,Other
3,3,1,45,33,22.5,37,121.62,0,0,0,4,1,Zimbabwe,AM Ellis,5,0,0,121.62,37.986,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,AM Fernando,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,AM Fernando,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,AM Fernando,0,0,0,0.0,0.0,Low
2,2,1,1,1,1.0,6,16.66,0,0,1,0,0,England,AM Fernando,0,0,0,16.66,4.998,Low
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,AM Guruge,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,AM Guruge,0,0,0,0.0,0.0,Low
1,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,AM Guruge,0,0,0,0.0,0.0,Low
1,1,1,2,2,0.0,3,66.66,0,0,0,0,0,Scotland,AM Guruge,0,0,0,66.66,19.997999999999998,Other
1,1,1,4,4,0.0,10,40.0,0,0,0,0,0,West Indies,AM Guruge,0,0,0,40.0,12.0,Low
1,1,1,10,10,0.0,16,62.5,0,0,0,1,0,India,AM Guruge,1,0,0,62.5,19.05,Other
1,1,0,3,3,3.0,5,60.0,0,0,0,0,0,South Africa,AM Hardie,0,0,0,60.0,18.0,Other
2,2,0,15,12,7.5,41,36.58,0,0,0,1,0,Bangladesh,AM McCarthy,1,0,0,36.58,11.274,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,AM Phangiso,0,0,0,0.0,0.0,Low
1,1,0,0,0,0.0,0,0.0,0,0,1,0,0,Pakistan,AM Phangiso,0,0,0,0.0,0.0,Low
3,2,0,3,3,1.5,8,37.5,0,0,1,0,0,West Indies,AM Phangiso,0,0,0,37.5,11.25,Low
2,2,0,10,9,5.0,9,111.11,0,0,0,1,0,New Zealand,AM Phangiso,1,0,0,111.11,33.632999999999996,High
5,3,1,15,9,7.5,60,25.0,0,0,0,0,0,Australia,AM Phangiso,0,0,0,25.0,7.5,Low
5,2,0,15,13,7.5,22,68.18,0,0,0,0,0,Zimbabwe,AM Phangiso,0,0,0,68.18,20.454,Other
3,2,1,18,18,18.0,41,43.9,0,0,1,3,0,Sri Lanka,AM Phangiso,3,0,0,43.9,14.07,Low
1,1,0,20,20,20.0,22,90.9,0,0,0,1,0,India,AM Phangiso,1,0,0,90.9,27.57,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,AM Rahane,0,0,0,0.0,0.0,Low
3,3,0,27,23,9.0,62,43.54,0,0,1,4,0,Pakistan,AM Rahane,4,0,0,43.54,14.261999999999999,Low
1,1,1,33,33,0.0,28,117.85,0,0,0,6,0,Ireland,AM Rahane,6,0,0,117.85,37.154999999999994,High
1,1,0,56,56,56.0,66,84.84,0,1,0,5,0,Afghanistan,AM Rahane,5,0,1,84.84,27.152,Other
6,6,0,168,73,28.0,234,71.79,0,2,1,14,3,Bangladesh,AM Rahane,17,0,1,71.79,26.837000000000003,Other
5,5,0,181,63,36.2,244,74.18,0,2,0,20,1,Zimbabwe,AM Rahane,21,0,1,74.18,28.754,High
10,10,0,194,57,19.4,289,67.12,0,1,0,20,3,New Zealand,AM Rahane,23,0,1,67.12,27.235999999999997,Other
10,10,0,454,103,45.4,600,75.66,1,4,1,48,3,West Indies,AM Rahane,51,1,1,75.66,38.397999999999996,High
13,12,1,474,87,43.09,522,90.8,0,5,0,41,8,South Africa,AM Rahane,49,0,1,90.8,42.14,High
12,11,1,469,89,46.9,573,81.84,0,6,0,45,3,Australia,AM Rahane,48,0,1,81.84,39.152,High
20,20,0,690,106,34.5,880,78.4,1,3,3,63,10,England,AM Rahane,73,1,1,78.4,45.81999999999999,High
1,1,0,3,3,3.0,14,21.42,0,0,0,0,0,Namibia,AM Tribe,0,0,0,21.42,6.426,Low
1,1,0,4,4,4.0,12,33.33,0,0,0,0,0,Canada,AM Tribe,0,0,0,33.33,9.998999999999999,Low
1,1,0,40,40,40.0,48,83.33,0,0,0,1,2,U.A.E.,AM Tribe,3,0,0,83.33,25.898999999999997,Other
1,1,0,75,75,75.0,104,72.11,0,1,0,7,2,U.S.A.,AM Tribe,9,0,1,72.11,24.532999999999998,Other
1,1,1,115,115,0.0,143,80.41,1,0,0,8,2,P.N.G.,AM Tribe,10,1,0,80.41,27.322999999999997,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,Amir Hamza,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Hong Kong,Amir Hamza,0,0,0,0.0,0.0,Low
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Kenya,Amir Hamza,0,0,0,0.0,0.0,Low
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Amir Hamza,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,Amir Hamza,0,0,0,0.0,0.0,Low
2,2,1,0,0,0.0,8,0.0,0,0,1,0,0,Pakistan,Amir Hamza,0,0,0,0.0,0.0,Low
2,1,1,0,0,0.0,1,0.0,0,0,0,0,0,West Indies,Amir Hamza,0,0,0,0.0,0.0,Low
1,1,0,1,1,1.0,14,7.14,0,0,0,0,0,Sri Lanka,Amir Hamza,0,0,0,7.14,2.142,Low
5,3,2,10,7,10.0,17,58.82,0,0,0,0,1,Ireland,Amir Hamza,1,0,0,58.82,17.946,Other
14,9,5,12,4,3.0,54,22.22,0,0,0,0,0,Zimbabwe,Amir Hamza,0,0,0,22.22,6.6659999999999995,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Amir Hayat,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,Amir Hayat,0,0,0,0.0,0.0,Low
1,1,1,1,1,0.0,5,20.0,0,0,0,0,0,West Indies,Amir Hayat,0,0,0,20.0,6.0,Low
1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,P.N.G.,Amir Hayat,0,0,0,50.0,15.0,Low
1,1,0,4,4,4.0,19,21.05,0,0,0,0,0,Ireland,Amir Hayat,0,0,0,21.05,6.315,Low
4,3,2,24,24,24.0,45,53.33,0,0,1,1,1,Nepal,Amir Hayat,2,0,0,53.33,16.599,Other
1,1,0,4,4,4.0,12,33.33,0,0,0,0,0,India,Amjad Ali,0,0,0,33.33,9.998999999999999,Low
1,1,0,5,5,5.0,19,26.31,0,0,0,0,0,West Indies,Amjad Ali,0,0,0,26.31,7.892999999999999,Low
1,1,0,7,7,7.0,17,41.17,0,0,0,1,0,Zimbabwe,Amjad Ali,1,0,0,41.17,12.651000000000002,Low
1,1,0,14,14,14.0,30,46.66,0,0,0,2,0,Pakistan,Amjad Ali,2,0,0,46.66,14.597999999999999,Low
1,1,0,21,21,21.0,36,58.33,0,0,0,3,0,South Africa,Amjad Ali,3,0,0,58.33,18.398999999999997,Other
1,1,0,34,34,34.0,35,97.14,0,0,0,5,0,Scotland,Amjad Ali,5,0,0,97.14,30.642,High
1,1,0,45,45,45.0,71,63.38,0,0,0,5,0,Ireland,Amjad Ali,5,0,0,63.38,20.514,Other
3,3,0,71,39,23.66,101,70.29,0,0,0,8,0,Hong Kong,Amjad Ali,8,0,0,70.29,23.487,Other
5,5,0,223,98,44.6,262,85.11,0,2,0,31,2,Afghanistan,Amjad Ali,33,0,1,85.11,35.632999999999996,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,Amjad Javed,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Hong Kong,Amjad Javed,0,0,0,0.0,0.0,Low
1,1,0,2,2,2.0,8,25.0,0,0,0,0,0,P.N.G.,Amjad Javed,0,0,0,25.0,7.5,Low
1,1,0,2,2,2.0,5,40.0,0,0,0,0,0,India,Amjad Javed,0,0,0,40.0,12.0,Low
1,1,0,5,5,5.0,4,125.0,0,0,0,1,0,South Africa,Amjad Javed,1,0,0,125.0,37.8,High
1,1,1,25,25,0.0,19,131.57,0,0,0,3,1,Zimbabwe,Amjad Javed,4,0,0,131.57,40.671,High
