Mats,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0s,4s,6s,Opposition Team,Player Name,Total Boundaries,Century,Half Century,Avg SR,Overall Performance,Performance Class
3,3,0,119,78,39.66,136,87.5,0,1,0,10,1,South Africa,T Taibu,11,0,1,87.5,29.75,High
3,3,0,125,62,41.66,192,65.1,0,1,0,5,0,Ireland,T Taibu,5,0,1,65.1,21.229999999999997,Other
7,7,0,163,53,23.28,236,69.06,0,2,0,9,2,New Zealand,T Taibu,11,0,1,69.06,24.218,Other
9,9,1,260,83,32.5,414,62.8,0,3,1,18,3,Bangladesh,T Taibu,21,0,1,62.8,25.34,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,T Thushara,0,0,0,0.0,0.0,Low
1,1,0,7,7,7.0,8,87.5,0,0,0,0,1,Zimbabwe,T Thushara,1,0,0,87.5,26.55,Other
4,1,0,28,28,28.0,44,63.63,0,0,0,3,0,India,T Thushara,3,0,0,63.63,19.988999999999997,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,South Africa,T van der Gugten,0,0,0,0.0,0.0,Low
2,1,0,2,2,2.0,4,50.0,0,0,0,0,0,Afghanistan,T van der Gugten,0,0,0,50.0,15.0,Low
2,1,0,2,2,2.0,2,100.0,0,0,0,0,0,Canada,T van der Gugten,0,0,0,100.0,30.0,High
3,2,0,50,49,25.0,61,81.96,0,0,0,1,4,Ireland,T van der Gugten,5,0,0,81.96,26.087999999999997,Other
1,1,0,4,4,4.0,3,133.33,0,0,0,1,0,Sri Lanka,TA Blundell,1,0,0,133.33,40.299,High
2,2,0,31,22,15.5,35,88.57,0,0,0,4,0,India,TA Blundell,4,0,0,88.57,27.770999999999997,Other
3,3,2,99,68,99.0,101,98.01,0,1,0,9,1,Bangladesh,TA Blundell,10,0,1,98.01,32.603,High
3,3,0,103,65,34.33,129,79.84,0,1,0,13,0,Pakistan,TA Blundell,13,0,1,79.84,28.052,Other
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,TA Boult,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Netherlands,TA Boult,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,TA Boult,0,0,0,0.0,0.0,Low
15,2,1,13,12,13.0,14,92.85,0,0,0,2,0,Bangladesh,TA Boult,2,0,0,92.85,28.455,Other
15,9,4,13,4,2.6,23,56.52,0,0,0,1,0,England,TA Boult,1,0,0,56.52,17.256,Other
13,1,0,13,13,13.0,6,216.66,0,0,0,0,2,Sri Lanka,TA Boult,2,0,0,216.66,65.59799999999998,High
11,5,2,24,16,8.0,28,85.71,0,0,0,2,0,West Indies,TA Boult,2,0,0,85.71,26.313,Other
14,10,6,26,10,6.5,39,66.66,0,0,0,2,1,India,TA Boult,3,0,0,66.66,20.897999999999996,Other
12,4,2,26,13,13.0,16,162.5,0,0,0,3,1,Pakistan,TA Boult,4,0,0,162.5,49.95,High
9,4,2,35,21,17.5,73,47.94,0,0,0,4,1,South Africa,TA Boult,5,0,0,47.94,15.882,Low
16,15,10,55,16,11.0,64,85.93,0,0,2,5,2,Australia,TA Boult,7,0,0,85.93,27.879,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,New Zealand,Taijul Islam,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,Taijul Islam,0,0,0,0.0,0.0,Low
6,3,0,11,6,3.66,18,61.11,0,0,1,1,0,Zimbabwe,Taijul Islam,1,0,0,61.11,18.633,Other
3,3,0,13,10,4.33,30,43.33,0,0,0,1,0,England,Taijul Islam,1,0,0,43.33,13.299,Low
3,2,0,21,11,10.5,40,52.5,0,0,0,2,0,Afghanistan,Taijul Islam,2,0,0,52.5,16.35,Other
2,2,0,23,14,11.5,49,46.93,0,0,0,1,0,Ireland,Taijul Islam,1,0,0,46.93,14.379,Low
2,2,1,42,39,42.0,37,113.51,0,0,0,5,1,Sri Lanka,Taijul Islam,6,0,0,113.51,35.852999999999994,High
2,2,0,22,19,11.0,30,73.33,0,0,0,0,0,Australia,TAM Siriwardana,0,0,0,73.33,21.999,Other
3,2,0,24,17,12.0,21,114.28,0,0,0,0,1,West Indies,TAM Siriwardana,1,0,0,114.28,34.583999999999996,High
3,3,0,64,30,21.33,71,90.14,0,0,0,5,1,Bangladesh,TAM Siriwardana,6,0,0,90.14,28.842,High
5,3,0,117,66,39.0,118,99.15,0,1,0,12,2,New Zealand,TAM Siriwardana,14,0,1,99.15,34.145,High
4,4,0,144,58,36.0,141,102.12,0,1,0,10,4,India,TAM Siriwardana,14,0,1,102.12,35.036,High
10,10,1,145,52,16.11,144,100.69,0,1,1,12,5,Pakistan,TAM Siriwardana,17,0,1,100.69,35.507,High
2,2,0,2,2,1.0,9,22.22,0,0,1,0,0,Netherlands,Tamim Iqbal,0,0,0,22.22,6.6659999999999995,Low
1,1,0,95,95,95.0,100,95.0,0,1,0,9,1,Scotland,Tamim Iqbal,10,0,1,95.0,31.7,High
9,9,2,239,87,34.14,318,75.15,0,2,1,31,1,South Africa,Tamim Iqbal,32,0,1,75.15,32.345,High
5,5,0,256,95,51.2,301,85.04,0,3,0,23,5,Australia,Tamim Iqbal,28,0,1,85.04,34.112,High
9,9,0,317,118,35.22,425,74.58,1,1,0,36,2,Afghanistan,Tamim Iqbal,38,1,1,74.58,34.174,High
12,12,2,448,74,44.8,531,84.36,0,4,0,53,3,Ireland,Tamim Iqbal,56,0,1,84.36,42.308,High
14,13,0,438,70,33.69,512,85.54,0,5,1,50,5,India,Tamim Iqbal,55,0,1,85.54,42.362,High
10,10,1,482,132,53.55,546,88.27,2,3,2,60,6,Pakistan,Tamim Iqbal,66,1,1,88.27,46.681,High
18,17,1,571,127,35.68,703,81.22,2,4,2,62,7,Sri Lanka,Tamim Iqbal,69,1,1,81.22,45.465999999999994,High
16,16,0,549,128,34.31,645,85.11,2,0,1,62,6,England,Tamim Iqbal,68,1,0,85.11,46.132999999999996,High
21,20,0,518,78,25.9,760,68.15,0,5,2,65,3,New Zealand,Tamim Iqbal,68,0,1,68.15,41.045,High
31,31,2,1396,158,48.13,1722,81.06,3,8,2,138,29,Zimbabwe,Tamim Iqbal,167,1,1,81.06,74.81800000000001,High
28,28,4,1142,130,47.58,1499,76.18,2,9,1,119,11,West Indies,Tamim Iqbal,130,1,1,76.18,62.254000000000005,High
2,2,0,5,3,2.5,16,31.25,0,0,0,0,0,New Zealand,Tanbir Hayder,0,0,0,31.25,9.375,Low
3,1,1,0,0,0.0,1,0.0,0,0,0,0,0,Scotland,Tanveer Ahmed,0,0,0,0.0,0.0,Low
2,2,2,2,2,0.0,8,25.0,0,0,0,0,0,P.N.G.,Tanveer Ahmed,0,0,0,25.0,7.5,Low
1,1,1,2,2,0.0,2,100.0,0,0,0,0,0,U.A.E.,Tanveer Ahmed,0,0,0,100.0,30.0,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,Tanvir Ahmed,0,0,0,0.0,0.0,Low
1,1,0,18,18,18.0,12,150.0,0,0,0,1,2,West Indies,Tanvir Ahmed,3,0,0,150.0,45.9,High
1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Pakistan,Tanwir Afzal,0,0,0,0.0,0.0,Low
1,1,1,12,12,0.0,10,120.0,0,0,0,1,1,India,Tanwir Afzal,2,0,0,120.0,36.6,High
1,1,0,15,15,15.0,16,93.75,0,0,0,0,2,Zimbabwe,Tanwir Afzal,2,0,0,93.75,28.725,High
2,2,1,26,22,26.0,18,144.44,0,0,0,3,1,Afghanistan,Tanwir Afzal,4,0,0,144.44,44.532000000000004,High
4,4,1,39,20,13.0,58,67.24,0,0,0,4,0,Scotland,Tanwir Afzal,4,0,0,67.24,21.371999999999996,Other
3,3,0,81,73,27.0,41,197.56,0,1,1,1,8,U.A.E.,Tanwir Afzal,9,0,1,197.56,62.168,High
8,7,0,119,47,17.0,111,107.2,0,0,1,9,6,P.N.G.,Tanwir Afzal,15,0,0,107.2,36.66,High
1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,Sri Lanka,Tanzid Hasan,0,0,0,0.0,0.0,Low
1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,England,Tanzid Hasan,0,0,0,50.0,15.0,Low
1,1,0,5,5,5.0,13,38.46,0,0,0,1,0,Afghanistan,Tanzid Hasan,1,0,0,38.46,11.838000000000001,Low
1,1,0,12,12,12.0,17,70.58,0,0,0,1,0,South Africa,Tanzid Hasan,1,0,0,70.58,21.474,Other
1,1,0,15,15,15.0,16,93.75,0,0,0,3,0,Netherlands,Tanzid Hasan,3,0,0,93.75,29.025,High
4,3,0,37,16,12.33,34,108.82,0,0,0,8,0,New Zealand,Tanzid Hasan,8,0,0,108.82,35.04599999999999,High
2,2,0,64,51,32.0,55,116.36,0,1,0,8,3,India,Tanzid Hasan,11,0,1,116.36,38.408,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,New Zealand,Tanzim Hasan Sakib,0,0,0,0.0,0.0,Low
1,1,1,14,14,0.0,8,175.0,0,0,0,1,1,India,Tanzim Hasan Sakib,2,0,0,175.0,53.1,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,Taskin Ahmed,0,0,0,0.0,0.0,Low
4,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Pakistan,Taskin Ahmed,0,0,0,0.0,0.0,Low
3,1,1,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,Taskin Ahmed,0,0,0,0.0,0.0,Low
5,2,0,2,1,1.0,3,66.66,0,0,0,0,0,Zimbabwe,Taskin Ahmed,0,0,0,66.66,19.997999999999998,Other
11,5,0,10,7,2.0,31,32.25,0,0,2,0,0,Afghanistan,Taskin Ahmed,0,0,0,32.25,9.674999999999999,Low
1,1,0,11,11,11.0,35,31.42,0,0,0,1,0,Netherlands,Taskin Ahmed,1,0,0,31.42,9.726,Low
4,2,1,12,11,12.0,8,150.0,0,0,0,0,1,Ireland,Taskin Ahmed,1,0,0,150.0,45.3,High
9,5,0,15,14,3.0,35,42.85,0,0,3,1,0,Sri Lanka,Taskin Ahmed,1,0,0,42.85,13.155000000000001,Low
6,4,3,21,9,21.0,29,72.41,0,0,0,1,0,South Africa,Taskin Ahmed,1,0,0,72.41,22.023,Other
7,5,4,29,17,29.0,37,78.37,0,0,0,1,2,India,Taskin Ahmed,3,0,0,78.37,24.410999999999998,Other
9,6,1,42,17,8.4,103,40.77,0,0,1,3,2,New Zealand,Taskin Ahmed,5,0,0,40.77,13.731,Low
7,4,0,51,21,12.75,68,75.0,0,0,0,5,2,England,Taskin Ahmed,7,0,0,75.0,24.6,Other
1,1,0,3,3,3.0,12,25.0,0,0,0,0,0,West Indies,Taufeeq Umar,0,0,0,25.0,7.5,Low
2,2,0,54,31,27.0,105,51.42,0,0,0,4,1,Ireland,Taufeeq Umar,5,0,0,51.42,16.926000000000002,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Hong Kong,TB Sole,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,TB Sole,0,0,0,0.0,0.0,Low
2,2,0,4,3,2.0,11,36.36,0,0,0,0,0,Oman,TB Sole,0,0,0,36.36,10.908,Low
1,1,0,4,4,4.0,5,80.0,0,0,0,1,0,Zimbabwe,TB Sole,1,0,0,80.0,24.3,Other
1,1,1,5,5,0.0,3,166.66,0,0,0,1,0,P.N.G.,TB Sole,1,0,0,166.66,50.297999999999995,High
1,1,0,5,5,5.0,3,166.66,0,0,0,1,0,Sri Lanka,TB Sole,1,0,0,166.66,50.297999999999995,High
2,1,0,8,8,8.0,7,114.28,0,0,0,0,0,Afghanistan,TB Sole,0,0,0,114.28,34.284,High
1,1,0,20,20,20.0,14,142.85,0,0,0,4,0,Ireland,TB Sole,4,0,0,142.85,44.055,High
2,2,0,1,1,0.5,19,5.26,0,0,1,0,0,Netherlands,TC Bastiampillai,0,0,0,5.26,1.5779999999999998,Low
1,1,0,2,2,2.0,5,40.0,0,0,0,0,0,West Indies,TC Bastiampillai,0,0,0,40.0,12.0,Low
1,1,0,11,11,11.0,33,33.33,0,0,0,0,1,Scotland,TC Bastiampillai,1,0,0,33.33,10.299,Low
2,2,0,26,16,13.0,46,56.52,0,0,0,5,0,Kenya,TC Bastiampillai,5,0,0,56.52,18.456,Other
2,2,0,51,33,25.5,58,87.93,0,0,0,9,0,Afghanistan,TC Bastiampillai,9,0,0,87.93,29.079,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,TD Astle,0,0,0,0.0,0.0,Low
3,2,1,5,5,5.0,3,166.66,0,0,0,1,0,Pakistan,TD Astle,1,0,0,166.66,50.297999999999995,High
2,1,0,10,10,10.0,16,62.5,0,0,0,1,0,India,TD Astle,1,0,0,62.5,19.05,Other
1,1,0,7,7,7.0,8,87.5,0,0,0,0,0,Bangladesh,TD Paine,0,0,0,87.5,26.25,Other
1,1,0,9,9,9.0,24,37.5,0,0,0,1,0,India,TD Paine,1,0,0,37.5,11.55,Low
2,2,0,40,24,20.0,67,59.7,0,0,0,5,0,West Indies,TD Paine,5,0,0,59.7,19.41,Other
1,1,0,81,81,81.0,122,66.39,0,1,0,5,2,Ireland,TD Paine,7,0,1,66.39,22.217,Other
15,15,2,306,54,23.53,426,71.83,0,1,0,30,1,England,TD Paine,31,0,1,71.83,31.049,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,England,TF van Woerkom,0,0,0,0.0,0.0,Low
1,1,0,3,3,3.0,11,27.27,0,0,0,0,0,Kenya,TG Gordon,0,0,0,27.27,8.181,Low
1,1,0,4,4,4.0,6,66.66,0,0,0,0,0,Afghanistan,TG Gordon,0,0,0,66.66,19.997999999999998,Other
1,1,0,4,4,4.0,10,40.0,0,0,0,0,0,Sri Lanka,TG Gordon,0,0,0,40.0,12.0,Low
1,1,0,7,7,7.0,20,35.0,0,0,0,1,0,Zimbabwe,TG Gordon,1,0,0,35.0,10.8,Low
1,1,0,9,9,9.0,12,75.0,0,0,0,1,0,Pakistan,TG Gordon,1,0,0,75.0,22.8,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,TG Southee,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Canada,TG Southee,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Kenya,TG Southee,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Scotland,TG Southee,0,0,0,0.0,0.0,Low
3,1,0,3,3,3.0,4,75.0,0,0,0,0,0,Zimbabwe,TG Southee,0,0,0,75.0,22.5,Other
12,9,4,33,12,6.6,33,100.0,0,0,4,4,1,Bangladesh,TG Southee,5,0,0,100.0,31.5,High
16,14,4,51,11,5.1,77,66.23,0,0,2,1,2,Australia,TG Southee,3,0,0,66.23,20.769,Other
16,8,4,61,18,15.25,80,76.25,0,0,1,3,2,Sri Lanka,TG Southee,5,0,0,76.25,24.375,Other
12,8,3,60,17,12.0,68,88.23,0,0,0,3,1,West Indies,TG Southee,4,0,0,88.23,27.669,Other
11,6,2,72,28,18.0,59,122.03,0,0,0,8,4,South Africa,TG Southee,12,0,0,122.03,40.209,High
19,13,4,90,18,10.0,93,96.77,0,0,0,12,0,England,TG Southee,12,0,0,96.77,32.631,High
17,9,5,93,20,23.25,98,94.89,0,0,1,6,2,Pakistan,TG Southee,8,0,0,94.89,30.866999999999997,High
23,14,6,160,55,20.0,147,108.84,0,1,3,13,9,India,TG Southee,22,0,1,108.84,39.452,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Canada,TGJ Gruijters,0,0,0,0.0,0.0,Low
4,4,1,68,32,22.66,116,58.62,0,0,0,5,2,Kenya,TGJ Gruijters,7,0,0,58.62,19.686,Other
4,4,0,45,35,11.25,53,84.9,0,0,0,3,3,South Africa,TH David,6,0,0,84.9,27.270000000000003,Other
1,1,0,1,1,1.0,5,20.0,0,0,0,0,0,Kenya,TJ Heggelman,0,0,0,20.0,6.0,Low
2,2,0,3,2,1.5,17,17.64,0,0,0,0,0,Ireland,TJ Heggelman,0,0,0,17.64,5.292,Low
2,2,0,23,22,11.5,63,36.5,0,0,0,0,0,Scotland,TJ Heggelman,0,0,0,36.5,10.95,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,P.N.G.,TJ Murtagh,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,TJ Murtagh,0,0,0,0.0,0.0,Low
2,1,0,2,2,2.0,3,66.66,0,0,0,0,0,Netherlands,TJ Murtagh,0,0,0,66.66,19.997999999999998,Other
1,1,1,2,2,0.0,3,66.66,0,0,0,0,0,New Zealand,TJ Murtagh,0,0,0,66.66,19.997999999999998,Other
2,1,1,5,5,0.0,9,55.55,0,0,0,0,0,Bangladesh,TJ Murtagh,0,0,0,55.55,16.665,Other
3,2,0,8,8,4.0,14,57.14,0,0,1,1,0,Pakistan,TJ Murtagh,1,0,0,57.14,17.442,Other
3,3,0,10,10,3.33,22,45.45,0,0,2,2,0,Sri Lanka,TJ Murtagh,2,0,0,45.45,14.235,Low
1,1,1,13,13,0.0,12,108.33,0,0,0,2,0,South Africa,TJ Murtagh,2,0,0,108.33,33.099,High
4,3,3,13,10,0.0,13,100.0,0,0,0,1,0,West Indies,TJ Murtagh,1,0,0,100.0,30.3,High
3,2,1,17,15,17.0,23,73.91,0,0,0,2,0,Australia,TJ Murtagh,2,0,0,73.91,22.773,Other
2,1,1,23,23,0.0,19,121.05,0,0,0,2,1,Scotland,TJ Murtagh,3,0,0,121.05,37.214999999999996,High
4,3,0,25,12,8.33,47,53.19,0,0,0,2,0,England,TJ Murtagh,2,0,0,53.19,16.557,Other
7,3,2,25,19,25.0,25,100.0,0,0,0,2,0,Zimbabwe,TJ Murtagh,2,0,0,100.0,30.6,High
24,15,2,45,15,3.46,108,41.66,0,0,4,3,0,Afghanistan,TJ Murtagh,3,0,0,41.66,13.398,Low
2,2,0,0,0,0.0,4,0.0,0,0,2,0,0,Pakistan,TJG Pringle,0,0,0,0.0,0.0,Low
2,2,0,6,6,3.0,10,60.0,0,0,1,0,0,England,TJG Pringle,0,0,0,60.0,18.0,Other
3,2,0,0,0,0.0,3,0.0,0,0,2,0,0,West Indies,TK Curran,0,0,0,0.0,0.0,Low
5,1,1,1,1,0.0,8,12.5,0,0,0,0,0,Sri Lanka,TK Curran,0,0,0,12.5,3.75,Low
2,1,0,11,11,11.0,16,68.75,0,0,0,1,0,India,TK Curran,1,0,0,68.75,20.925,Other
3,2,1,20,15,20.0,27,74.07,0,0,0,1,0,South Africa,TK Curran,1,0,0,74.07,22.520999999999997,Other
5,3,3,24,22,0.0,12,200.0,0,0,0,4,0,New Zealand,TK Curran,4,0,0,200.0,61.2,High
3,2,1,60,31,60.0,45,133.33,0,0,0,7,2,Pakistan,TK Curran,9,0,0,133.33,42.699000000000005,High
3,2,2,85,47,0.0,110,77.27,0,0,0,9,0,Ireland,TK Curran,9,0,0,77.27,25.880999999999997,Other
4,4,1,102,37,34.0,100,102.0,0,0,0,7,3,Australia,TK Curran,10,0,0,102.0,33.599999999999994,High
1,1,0,4,4,4.0,5,80.0,0,0,0,1,0,Bangladesh,TK Musakanda,1,0,0,80.0,24.3,Other
4,4,0,55,24,13.75,62,88.7,0,0,1,6,1,Pakistan,TK Musakanda,7,0,0,88.7,28.71,High
7,7,1,98,60,16.33,154,63.63,0,1,0,7,2,Afghanistan,TK Musakanda,9,0,1,63.63,21.988999999999997,Other
4,4,0,151,48,37.75,166,90.96,0,0,0,16,2,Sri Lanka,TK Musakanda,18,0,0,90.96,32.687999999999995,High
2,2,2,1,1,0.0,4,25.0,0,0,0,0,0,Namibia,TK Patel,0,0,0,25.0,7.5,Low
1,1,0,1,1,1.0,7,14.28,0,0,0,0,0,Nepal,TK Patel,0,0,0,14.28,4.284,Low
1,1,0,16,16,16.0,40,40.0,0,0,0,0,0,Oman,TK Patel,0,0,0,40.0,12.0,Low
3,3,1,54,50,27.0,98,55.1,0,1,0,7,0,P.N.G.,TK Patel,7,0,1,55.1,18.830000000000002,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,TL Best,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,South Africa,TL Best,0,0,0,0.0,0.0,Low
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,TL Best,0,0,0,0.0,0.0,Low
2,2,0,1,1,0.5,6,16.66,0,0,1,0,0,Australia,TL Best,0,0,0,16.66,4.998,Low
2,2,2,3,3,0.0,10,30.0,0,0,0,0,0,India,TL Best,0,0,0,30.0,9.0,Low
1,1,1,5,5,0.0,11,45.45,0,0,0,1,0,Sri Lanka,TL Best,1,0,0,45.45,13.935,Low
1,1,1,7,7,0.0,12,58.33,0,0,0,1,0,England,TL Best,1,0,0,58.33,17.799,Other
3,2,1,8,5,8.0,13,61.53,0,0,0,0,0,New Zealand,TL Best,0,0,0,61.53,18.459,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Nepal,TL Chatara,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Oman,TL Chatara,0,0,0,0.0,0.0,Low
5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,TL Chatara,0,0,0,0.0,0.0,Low
5,2,1,4,4,4.0,9,44.44,0,0,0,0,0,Netherlands,TL Chatara,0,0,0,44.44,13.331999999999999,Low
1,1,1,5,5,0.0,9,55.55,0,0,0,0,0,Hong Kong,TL Chatara,0,0,0,55.55,16.665,Other
2,1,1,6,6,0.0,5,120.0,0,0,0,1,0,Australia,TL Chatara,1,0,0,120.0,36.3,High
5,5,4,9,4,9.0,11,81.81,0,0,0,1,0,Ireland,TL Chatara,1,0,0,81.81,24.843,Other
7,5,2,9,5,3.0,33,27.27,0,0,0,0,0,Pakistan,TL Chatara,0,0,0,27.27,8.181,Low
4,3,1,9,7,4.5,33,27.27,0,0,0,0,0,Scotland,TL Chatara,0,0,0,27.27,8.181,Low
10,4,3,11,8,11.0,25,44.0,0,0,1,1,0,Sri Lanka,TL Chatara,1,0,0,44.0,13.5,Low
3,2,0,24,16,12.0,28,85.71,0,0,0,2,0,West Indies,TL Chatara,2,0,0,85.71,26.313,Other
6,6,4,25,10,12.5,55,45.45,0,0,0,3,0,South Africa,TL Chatara,3,0,0,45.45,14.535,Low
16,11,1,30,11,3.0,79,37.97,0,0,5,3,0,Afghanistan,TL Chatara,3,0,0,37.97,12.291,Low
7,6,1,30,23,6.0,68,44.11,0,0,1,2,1,India,TL Chatara,3,0,0,44.11,14.133,Low
14,11,6,44,16,8.8,84,52.38,0,0,2,4,1,Bangladesh,TL Chatara,5,0,0,52.38,17.214,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,TL Chivanga,0,0,0,0.0,0.0,Low
1,1,0,4,4,4.0,4,100.0,0,0,0,1,0,India,TL Chivanga,1,0,0,100.0,30.3,High
3,3,2,7,6,7.0,12,58.33,0,0,0,1,0,Afghanistan,TL Chivanga,1,0,0,58.33,17.799,Other
3,2,0,33,22,16.5,27,122.22,0,0,0,2,1,Sri Lanka,TL Seifert,3,0,0,122.22,37.565999999999995,High
3,3,0,25,14,8.33,56,44.64,0,0,0,2,0,South Africa,TLW Cooper,2,0,0,44.64,13.991999999999999,Low
1,1,0,29,29,29.0,47,61.7,0,0,0,2,0,India,TLW Cooper,2,0,0,61.7,19.110000000000003,Other
2,2,0,37,29,18.5,52,71.15,0,0,0,3,0,Bangladesh,TLW Cooper,3,0,0,71.15,22.245,Other
1,1,0,39,39,39.0,58,67.24,0,0,0,5,0,Canada,TLW Cooper,5,0,0,67.24,21.671999999999997,Other
1,1,1,55,55,0.0,72,76.38,0,1,0,9,0,West Indies,TLW Cooper,9,0,1,76.38,25.813999999999997,Other
1,1,0,67,67,67.0,98,68.36,0,1,0,3,0,Kenya,TLW Cooper,3,0,1,68.36,21.608,Other
2,2,0,75,74,37.5,88,85.22,0,1,0,9,0,Zimbabwe,TLW Cooper,9,0,1,85.22,28.465999999999998,Other
4,4,0,120,47,30.0,170,70.58,0,0,0,10,0,England,TLW Cooper,10,0,0,70.58,24.174,Other
6,6,0,162,68,27.0,190,85.26,0,1,0,22,1,Ireland,TLW Cooper,23,0,1,85.26,32.678,High
3,3,0,193,66,64.33,233,82.83,0,3,0,17,4,Pakistan,TLW Cooper,21,0,1,82.83,31.349,High
4,3,0,249,101,83.0,356,69.94,1,2,0,16,2,Afghanistan,TLW Cooper,18,1,1,69.94,26.782,Other
4,4,1,268,87,89.33,394,68.02,0,3,0,17,1,Scotland,TLW Cooper,18,0,1,68.02,26.006,Other
1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Afghanistan,TM Dilshan,0,0,0,0.0,0.0,Low
1,1,0,44,44,44.0,30,146.66,0,0,0,8,0,Kenya,TM Dilshan,8,0,0,146.66,46.397999999999996,High
1,1,0,50,50,50.0,59,84.74,0,1,0,8,0,Canada,TM Dilshan,8,0,1,84.74,28.022,Other
2,2,0,110,104,55.0,108,101.85,1,0,0,10,1,Scotland,TM Dilshan,11,1,0,101.85,34.05499999999999,High
6,5,0,138,59,27.6,115,120.0,0,1,0,16,4,West Indies,TM Dilshan,20,0,1,120.0,42.2,High
4,4,2,390,144,195.0,344,113.37,2,2,0,46,4,Zimbabwe,TM Dilshan,50,1,1,113.37,49.411,High
8,8,3,510,161,102.0,491,103.86,3,1,0,61,1,Bangladesh,TM Dilshan,62,1,1,103.86,50.157999999999994,High
14,14,1,590,115,45.38,678,87.02,1,3,3,67,2,South Africa,TM Dilshan,69,1,1,87.02,47.205999999999996,High
26,26,1,756,106,30.24,966,78.26,1,4,0,81,1,Australia,TM Dilshan,82,1,1,78.26,48.477999999999994,High
26,25,2,818,119,35.56,1057,77.38,1,5,0,93,1,Pakistan,TM Dilshan,94,1,1,77.38,51.81399999999999,High
20,20,1,792,108,41.68,958,82.67,2,4,1,86,6,England,TM Dilshan,92,1,1,82.67,52.800999999999995,High
23,21,2,1006,116,52.94,1193,84.32,3,6,0,127,4,New Zealand,TM Dilshan,131,1,1,84.32,64.996,High
26,26,2,988,160,41.16,1112,88.84,2,4,2,124,8,India,TM Dilshan,132,1,1,88.84,66.65200000000002,High
5,5,1,11,8,2.75,37,29.72,0,0,1,1,0,Australia,TM Dowlin,1,0,0,29.72,9.216,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,TM Head,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,TM Head,0,0,0,0.0,0.0,Low
1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,West Indies,TM Head,0,0,0,50.0,15.0,Low
8,8,1,208,51,29.71,219,94.97,0,1,0,25,3,India,TM Head,28,0,1,94.97,37.091,High
8,8,1,250,70,35.71,325,76.92,0,1,0,20,3,Sri Lanka,TM Head,23,0,1,76.92,30.176000000000002,High
7,6,0,313,109,52.16,316,99.05,1,3,0,29,9,New Zealand,TM Head,38,1,1,99.05,41.51499999999999,High
12,12,1,306,64,27.81,262,116.79,0,2,1,40,9,South Africa,TM Head,49,0,1,116.79,49.937,High
8,8,1,460,128,65.71,411,111.92,2,2,1,43,15,Pakistan,TM Head,58,1,1,111.92,51.376,High
13,13,1,635,152,52.91,606,104.78,1,6,0,80,8,England,TM Head,88,1,1,104.78,58.233999999999995,High
